cep,uf,cidade,latitude,longitude
69040040,AM,Manaus,-3.0796084,-60.0454272
69073040,AM,Manaus,-3.1353278,-59.9976788
69087641,AM,Manaus,-3.0570517,-59.9395773
69090002,AM,Manaus,-3.0444478,-60.0125252
69010900,AM,Manaus,-3.1324622,-60.024117
69055021,AM,Manaus,-3.0821914,-60.0064289
69005200,AM,Manaus,-3.0295547,-59.9543886
69028000,AM,Manaus,-3.023108,-60.0661549
69073175,AM,Manaus,-3.128669,-60.0070958
69020060,AM,Manaus,-3.1188528,-60.0167011
69055130,AM,Manaus,-3.0291668,-59.9397053
69057083,AM,Manaus,-3.092703,-60.0048081
69015358,AM,Manaus,-3.0203863,-60.0166829
69075030,AM,Manaus,-2.9664631,-60.0101552
69015271,AM,Manaus,-3.0203863,-60.0166829
69041400,AM,Manaus,-3.0037224,-60.0452082
69072080,AM,Manaus,-3.147864,-59.9895895
69010060,AM,Manaus,-3.0122854,-59.9274614
69099387,AM,Manaus,-3.0199135,-59.9541824
69090312,AM,Manaus,-3.028649,-60.0068092
69050080,AM,Manaus,-3.1251325,-60.0267682
69088561,AM,Manaus,-3.0351482,-59.9333413
69045000,AM,Manaus,-3.0669498,-60.0465836
69045600,AM,Manaus,-3.0625185,-60.0552687
69073270,AM,Manaus,-3.0941855,-59.9872478
69035351,AM,Manaus,-3.1008357,-60.0693707
69036115,AM,Manaus,-3.0983698,-60.0498836
69099210,AM,Manaus,-3.0416054,-59.9501761
69059420,AM,Manaus,-3.0843467,-60.0569755
69042021,AM,Manaus,-3.0808326,-60.0576662
69083270,AM,Manaus,-3.044373,-59.93685
69099000,AM,Manaus,-3.0452708,-59.9448912
69099724,AM,Manaus,-3.0442761,-59.9564548
69053040,AM,Manaus,-3.1064849,-60.018668
69053035,AM,Manaus,-3.0997518,-60.0157921
69065180,AM,Manaus,-3.1280337,-60.0033499
69082653,AM,Manaus,-3.0028199,-60.0373119
69097327,AM,Manaus,-3.0013185,-59.971239
69097525,AM,Manaus,-2.9900816,-59.9830787
69042050,AM,Manaus,-3.0772017,-60.0408983
69088590,AM,Manaus,-3.0351482,-59.9333413
69053350,AM,Manaus,-3.1152578,-60.0310845
69060250,AM,Manaus,-3.0984616,-59.9998028
69050030,AM,Manaus,-3.0890176,-60.0172734
69068000,AM,Manaus,-3.1176148,-59.9835439
69057300,AM,Manaus,-3.0947976,-60.0100771
69021115,,,,
69017321,AM,Manaus,-2.9790607,-59.9903324
69050200,AM,Manaus,-3.0899718,-60.0199086
69015647,AM,Manaus,-3.0039465,-60.0157487
69017020,AM,Manaus,-2.9810669,-59.9888436
69018442,AM,Manaus,-2.9680765,-60.0110065
69050240,AM,Manaus,-3.0891432,-60.0202696
69084442,AM,Manaus,-3.0071385,-60.0091319
69053590,AM,Manaus,-3.1045551,-60.0184621
69078000,AM,Manaus,-3.1176148,-59.9835439
69005240,AM,Manaus,-3.116964,-59.9827247
69020190,AM,Manaus,-3.1203631,-60.0200143
69057220,AM,Manaus,-3.0981858,-60.0200074
69098362,AM,Manaus,-3.0603858,-59.9675517
69074760,AM,Manaus,-3.139382,-60.0001302
69077080,AM,Manaus,-3.0941855,-59.9872478
69086011,AM,Manaus,-3.0626395,-59.9502146
69021005,AM,Manaus,-3.0035557,-60.041218
69033180,AM,Manaus,-3.0967785,-60.0495059
69025070,AM,Manaus,-3.1152578,-60.0310845
69075305,AM,Manaus,-3.1148998,-59.941171
69041260,AM,Manaus,-3.0364502,-60.0247194
69059634,AM,Manaus,-2.9907371,-60.0192148
69009150,AM,Manaus,-3.0636551,-59.873952
69020160,AM,Manaus,-3.1225438,-60.0179415
69085250,AM,Manaus,-3.0709842,-59.9469215
69018562,AM,Manaus,-2.9681679,-59.9974264
69041010,AM,Manaus,-2.9838521,-60.0511359
69015613,AM,Manaus,-3.0203863,-60.0166829
69098032,AM,Manaus,-3.0514954,-59.973235
69057091,AM,Manaus,-3.0911284,-60.0066159
69045540,AM,Manaus,-3.0629311,-59.9305171
69057750,AM,Manaus,-3.0890176,-60.0172734
69088599,AM,Manaus,-3.0097505,-59.9433152
69098320,AM,Manaus,-3.0522843,-59.9645248
69042070,AM,Manaus,-3.0781057,-60.0473323
69086406,AM,Manaus,-3.0728358,-59.9371457
69043660,AM,Manaus,-3.0786894,-60.0349017
69043040,AM,Manaus,-3.0760397,-60.0367258
69097127,AM,Manaus,-3.018122,-59.9655981
69090000,AM,Manaus,-3.0320752,-59.9851157
69060550,AM,Manaus,-3.0895307,-60.0002529
69099270,AM,Manaus,-3.0402561,-59.9544199
69036530,AM,Manaus,-3.0904895,-60.0654803
69020050,AM,Manaus,-3.1315669,-60.0106259
69017192,AM,Manaus,-3.0267702,-59.9247552
69010972,AM,Manaus,-3.0801099,-59.8801581
69010901,AM,Manaus,-3.1324622,-60.024117
69028230,AM,Manaus,-3.048107,-60.0029075
69060030,AM,Manaus,-3.817592,-60.3555342
69055600,AM,Manaus,-3.0785994,-60.0143551
69036710,AM,Manaus,-3.0992654,-60.0533893
69043010,AM,Manaus,-3.0805385,-60.0417866
69005180,AM,Manaus,-3.1388416,-60.0210241
69093570,AM,Manaus,-3.0356843,-60.0012749
69097224,AM,Manaus,-3.0055466,-59.9800649
69080000,AM,Manaus,-3.0937703,-59.9841531
69099026,AM,Manaus,-3.0357547,-59.9444161
69045200,AM,Manaus,-3.0676107,-60.051956
69017100,AM,Manaus,-2.9994125,-59.9937632
69020110,AM,Manaus,-3.123255,-60.0149366
69085130,AM,Manaus,-3.0607187,-59.9496382
69030665,AM,Manaus,-3.1127045,-60.0385084
69055270,AM,Manaus,-3.0851558,-60.0140459
69040690,AM,Manaus,-3.0853074,-60.0435785
69090767,AM,Manaus,-3.0199191,-59.992328
69060601,AM,Manaus,-3.1025332,-60.0063476
69043050,AM,Manaus,-3.0784409,-60.037672
69036535,AM,Manaus,-3.098559,-60.0666679
69035210,AM,Manaus,-3.1069851,-60.0546861
69077620,AM,Manaus,-3.1098608,-59.972741
69079020,AM,Manaus,-3.1158606,-60.0043228
69085015,AM,Manaus,-3.09585,-59.9062674
69075715,AM,Manaus,-3.1052028,-59.973668
69280000,AM,Manicoré,-5.804618,-61.289483
69490000,AM,Maraã,-1.8535579,-65.5897749
69190000,AM,Maués,-3.3795798,-57.7196072
69140000,AM,Nhamundá,-2.1921521,-56.7111308
69230000,AM,Nova Olinda do Norte,-3.8926889,-59.0953046
69730000,AM,Novo Airão,-2.6260236,-60.9434406
69260000,AM,Novo Aripuanã,-5.125929,-60.373179
69151456,AM,Parintins,-2.6272323,-56.7352633
69157899,,,,
69151415,AM,Parintins,-2.6330587,-56.7360244
69151160,AM,Parintins,-2.6272323,-56.7352633
69151030,AM,Parintins,-2.6251194,-56.7353179
69151020,AM,Parintins,-2.6262576,-56.7359992
69151065,AM,Parintins,-2.6272323,-56.7352633
69152470,AM,Parintins,-2.6569412,-56.7691449
69152035,AM,Parintins,-2.6426462,-56.741219
69151000,AM,Parintins,-2.6272323,-56.7352633
69151070,AM,Parintins,-2.6245029,-56.7294792
69152020,AM,Parintins,-2.645726,-56.7459599
69153160,AM,Parintins,-2.6307921,-56.7300839
69153040,AM,Parintins,-2.6321882,-56.7309996
69152057,AM,Parintins,-2.6456412,-56.7425778
69151585,AM,Parintins,-2.6344561,-56.7469915
69151090,AM,Parintins,-2.6296243,-56.7307035
69153010,AM,Parintins,-2.6307921,-56.7300839
69152053,AM,Parintins,-2.6447226,-56.7384661
69153380,AM,Parintins,-2.6367435,-56.7378661
69153180,AM,Parintins,-2.6338312,-56.7301566
69152175,AM,Parintins,-2.6482051,-56.7443927
69151271,AM,Parintins,-2.6272323,-56.7352633
69151060,AM,Parintins,-2.6328181,-56.7374144
69151210,AM,Parintins,-2.6251194,-56.7311392
69152240,AM,Parintins,-2.6574287,-56.7495542
69152390,AM,Parintins,-2.6393217,-56.7504049
69151200,AM,Parintins,-2.6289968,-56.7327274
69151450,AM,Parintins,-2.6304423,-56.7318218
69151425,AM,Parintins,-2.6351966,-56.7392484
69151130,AM,Parintins,-2.6316988,-56.7427579
69860000,AM,Pauini,-7.7122214,-66.9998441
69735000,AM,Presidente Figueiredo,-2.0486359,-60.0236658
69736000,AM,Presidente Figueiredo,-2.0486359,-60.0236658
69117000,AM,Rio Preto da Eva,-2.6990647,-59.7012494
69740000,AM,Santa Isabel do Rio Negro,-0.4160389,-65.0153096
69680000,AM,Santo Antônio do Içá,-3.095443,-67.946279
69750000,AM,São Gabriel da Cachoeira,-0.1249715,-67.0813855
69790000,AM,São Gabriel da Cachoeira,-0.1249715,-67.0813855
69600000,AM,São Paulo de Olivença,-3.4650627,-68.9468462
69135000,AM,São Sebastião do Uatumã,-2.5719341,-57.8703616
69114000,AM,Silves,37.2639826,-8.3487311
69640000,AM,Tabatinga,-21.7373768,-48.6880522
69480000,AM,Tapauá,-5.6232283,-63.1879157
69553125,AM,Tefé,-3.3525414,-64.7290688
69550405,AM,Tefé,-3.3429544,-64.6947032
69550049,AM,Tefé,-3.3443328,-64.6998548
69550097,AM,Tefé,-3.3485362,-64.7066957
69550029,,,,
69550005,AM,Tefé,-3.3441259,-64.7060055
69550137,AM,Tefé,-3.3489707,-64.7069701
69558899,,,,
69553325,AM,Tefé,-3.35885,-64.7266271
69550133,AM,Tefé,-3.3492241,-64.7075268
69557210,AM,Tefé,-3.3562659,-64.7155258
69550081,AM,Tefé,-3.3474755,-64.7066557
69552120,AM,Tefé,-3.3500317,-64.7145985
69557025,AM,Tefé,-3.3505058,-64.7094732
69553100,AM,Tefé,-3.3525414,-64.7290688
69553030,AM,Tefé,-3.3568636,-64.7202582
69550171,AM,Tefé,-3.3492241,-64.7075268
69550045,AM,Tefé,-3.3485362,-64.7066957
69552105,AM,Tefé,-3.3512631,-64.7136779
69550073,AM,Tefé,-3.346977,-64.7065221
69550246,AM,Tefé,-3.3510143,-64.7067102
69552290,AM,Tefé,-3.3473749,-64.7167979
69559000,AM,Tefé,-3.3485276,-64.7102278
69685000,AM,Tonantins,-2.86261,-67.7735482
69530000,AM,Uarini,-2.9827061,-65.1578615
69130000,AM,Urucará,-2.537073,-57.7590254
69180000,AM,Urucurituba,-3.1304332,-58.1549157
69029070,AM,Manaus,-3.1178337,-60.0431117
69085286,AM,Manaus,-3.0638694,-59.9598066
69025310,AM,Manaus,-3.1158974,-60.0254516
69053010,AM,Manaus,-3.1092583,-60.0193779
69063190,AM,Manaus,-3.1183275,-59.9948187
69057081,AM,Manaus,-3.0915989,-60.00398
69055030,AM,Manaus,-3.0890176,-60.0172734
69058090,AM,Manaus,-3.0635814,-59.9966277
69058750,AM,Manaus,-3.0622683,-60.0047457
69058840,AM,Manaus,-3.0670886,-60.0214534
69101053,AM,Itacoatiara,-3.1412,-58.4464349
69400440,AM,Manacapuru,-3.2957718,-60.6232998
69058420,AM,Manaus,-3.0466538,-59.9915276
69053630,AM,Manaus,-3.0230606,-59.9423628
69053150,AM,Manaus,-3.0934967,-60.0240974
69058793,,,,
69075140,AM,Manaus,-3.1317656,-59.9848366
69057615,AM,Manaus,-3.1009023,-60.0091658
69065390,AM,Manaus,-3.1279462,-60.0063246
69299800,AM,Manicoré,-5.804618,-61.289483
69104152,AM,Itacoatiara,-3.1462533,-58.4485698
69103052,AM,Itacoatiara,-3.1349929,-58.4394935
69090717,AM,Manaus,-3.0102898,-60.0159127
69043120,AM,Manaus,-3.0075041,-60.0154939
69049621,AM,Manaus,-3.0479551,-59.9397768
69015318,AM,Manaus,-3.0385289,-59.9548759
69040080,AM,Manaus,-3.0894777,-60.0326618
69053600,AM,Manaus,-3.1040854,-60.0174659
69058280,AM,Manaus,-3.0526087,-59.9938508
69079130,AM,Manaus,-3.1145576,-60.0151415
69053575,AM,Manaus,-3.0765221,-59.8847567
69055755,AM,Manaus,-3.0824694,-60.0151125
69094000,AM,Manaus,-3.0415466,-59.9826635
69060069,AM,Manaus,-3.0935029,-59.991486
69060094,AM,Manaus,-3.0939193,-59.9967625
69057062,AM,Manaus,-3.0907778,-60.0014234
69151080,AM,Parintins,-3.1120674,-58.4260855
69450970,AM,Codajás,-3.8423299,-62.0571175
69098125,AM,Manaus,-3.0632766,-59.9645642
69095178,AM,Manaus,-3.0268077,-59.9778959
69060086,AM,Manaus,-3.096972,-59.9927107
69093129,AM,Manaus,-3.0065017,-59.9928384
69040280,AM,Manaus,-3.0931746,-60.0379058
69057770,AM,Manaus,-3.0952637,-60.0056734
69054664,AM,Manaus,-3.0762871,-59.9980265
69043170,AM,Manaus,-3.0772017,-60.0408983
69025170,AM,Manaus,-3.1204073,-60.0288628
69078242,AM,Manaus,-3.1176148,-59.9835439
69086622,AM,Manaus,-3.0634662,-59.9555712
69099158,AM,Manaus,-3.0452708,-59.9448912
69083260,AM,Manaus,-3.0770459,-59.9772261
69067375,AM,Manaus,-3.1050842,-60.0058967
69053578,AM,Manaus,-3.107304,-60.0184012
69048322,AM,Manaus,-3.064125,-60.0374875
69037585,AM,Manaus,-3.0811533,-60.0570752
69042060,AM,Manaus,-3.0776415,-60.0473966
69040390,AM,Manaus,-3.0665638,-59.9298678
69040150,AM,Manaus,-3.0855802,-60.0385097
69055370,AM,Manaus,-3.0831911,-60.0118503
69036680,AM,Manaus,-3.0992654,-60.0533893
69053520,AM,Manaus,-3.1031533,-60.0219526
69055360,AM,Manaus,-3.0835615,-60.0117197
69402241,AM,Manacapuru,-3.280856,-60.6431118
69054238,AM,Manaus,-3.0712699,-59.9887636
69090772,AM,Manaus,-3.0233941,-60.0006863
69063390,AM,Manaus,-3.1201373,-60.0032588
69400502,AM,Manacapuru,-3.2933,-60.6197858
69090741,AM,Manaus,-3.0356843,-60.0012749
69060065,AM,Manaus,-3.0957454,-59.9920664
69060063,AM,Manaus,-3.0947644,-59.9931571
69045310,AM,Manaus,-3.0669498,-60.0465836
69036720,AM,Manaus,-3.0992654,-60.0533893
69065060,AM,Manaus,-3.1317903,-60.0023389
69101095,AM,Itacoatiara,-3.1319092,-58.4450312
69400262,AM,Manacapuru,-3.3021721,-60.6221068
69040410,AM,Manaus,-3.0926928,-60.0431097
69095130,AM,Manaus,-3.0320752,-59.9851157
69029320,AM,Manaus,-3.0852488,-59.9797932
69401269,AM,Manacapuru,-3.2936873,-60.6314367
69097287,AM,Manaus,-3.0063258,-59.9719443
69074510,AM,Manaus,-3.1393052,-60.0039109
69027010,AM,Manaus,-3.0858658,-60.0579824
69054070,AM,Manaus,-3.0769466,-60.0074374
69153367,AM,Parintins,-2.638605,-56.7370113
